,id,sentence,subject_entity,object_entity,label,source
2975,2975,"2006년 1월 9일, 씨제이엔터테인먼트 이사회가 영화사업부문을 분리하여 씨제이엔터테인먼트 주식회사를 신설하고, 기존 씨제이엔터테인먼트는 투자사업부문만 존속시킨 뒤 씨제이이에치(주)(CJEH)로 상호 변경 후 씨제이㈜에 합병하기로 결의하였다.","{'word': 'CJEH', 'start_idx': 102, 'end_idx': 105, 'type': 'ORG'}","{'word': '씨제이이에치(주)', 'start_idx': 92, 'end_idx': 100, 'type': 'ORG'}",org:alternate_names,wikipedia
3013,3013,"삼별초에 의한 대몽항쟁이 진압된 원종(元宗) 14년(1273년) 이후, 원은 삼별초가 점거했던 탐라에 군민총관부를 설치하고 다루가치를 두어 다스렸으며, 충렬왕(忠烈王) 3년(1277년)에는 황실의 말을 탐라에 방목해 목장을 설치하였다.","{'word': '충렬왕', 'start_idx': 85, 'end_idx': 87, 'type': 'PER'}","{'word': '원종(元宗)', 'start_idx': 18, 'end_idx': 23, 'type': 'DAT'}",no_relation,wikipedia
3118,3118,"이후 태연, 써니, 효연, 유리, 윤아로 소녀시대의 두 번째 유닛 그룹 소녀시대-Oh!GG를 결성하였으며, 9월 5일 첫 싱글 앨범 《몰랐니(Lil' Touch)》를 발표했다.","{'word': '소녀시대', 'start_idx': 23, 'end_idx': 26, 'type': 'PER'}","{'word': '소녀시대-Oh!GG', 'start_idx': 40, 'end_idx': 49, 'type': 'PER'}",org:members,wikipedia
3173,3173,"가메야마 천황(1249년 7월 9일 ~ 1305년 10월 4일)은 90대 일본 천황(재위: 1259~1274년)이었다. 고사가 천황의 8번째 아들로 태어났으며, 휘(諱)는 쓰네히토(恒仁)이다.","{'word': '가메야마 천황', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '쓰네히토(恒仁)', 'start_idx': 96, 'end_idx': 103, 'type': 'PER'}",per:alternate_names,wikipedia
3328,3328,신 안동 김씨가 권력의 기반을 잡은 것은 광해조 때 도정을 지낸 김극효(金克孝)가 좌의정과 대제학을 지낸 임당 정유길(鄭惟吉)의 사위가 되면서였다.,"{'word': '신 안동 김씨', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '김극효(金克孝)', 'start_idx': 36, 'end_idx': 43, 'type': 'PER'}",org:top_members/employees,wikipedia
3330,3330,2004년에 SC 07 바트노이에나어(SC 07 Bad Neuenahr)로 이적하면서 프라우엔-분데스리가(Frauen-Bundesliga) 무대에 데뷔했고 2005년에는 프리츠 발터 메달 여자 부문 동메달을 수상했다.,"{'word': 'SC 07 바트노이에나어', 'start_idx': 7, 'end_idx': 19, 'type': 'ORG'}","{'word': '프라우엔-분데스리가', 'start_idx': 48, 'end_idx': 57, 'type': 'ORG'}",org:member_of,wikipedia
3342,3342,"시즌 종료 후인 12월 25일에는 계약 갱신 때 프로 입단 4년차 선수로서는 다르빗슈 유 다음으로 역대 두 번째 높은 연봉인 1억 8,000만 엔으로 재계약을 맺었는데(금액은 모두 추정) 이것은 지난 시즌 연봉보다 무려 1억 500만 엔이나 높아진 액수다.","{'word': '다르빗슈 유', 'start_idx': 43, 'end_idx': 48, 'type': 'PER'}","{'word': '1억 8,000만 엔', 'start_idx': 70, 'end_idx': 80, 'type': 'NOH'}",no_relation,wikipedia
3343,3343,테리 보가드는 《아랑전설》 시리즈의 주인공이다.,"{'word': '테리 보가드', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '《아랑전설》', 'start_idx': 8, 'end_idx': 13, 'type': 'POH'}",no_relation,wikipedia
3382,3382,"공빈 김씨(恭嬪 金氏, 1553년 11월 16일 ~ 1577년 6월 13일) 또는 공성왕후(恭聖王后)는 조선의 제 14대 임금 선조의 빈이자 추존왕후이며 임해군, 광해군 형제의 생모이다.","{'word': '공빈 김씨', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '임해군, 광해군', 'start_idx': 86, 'end_idx': 93, 'type': 'PER'}",per:children,wikipedia
3504,3504,"2011년 9월경 블로그에 올린 그림, 레시피가 네이버 웹툰 관계자의 눈에 띄어, 같은 해 네이버에 웹툰 《역전! 야매요리》를 연재하며 데뷔했다. 가족관계로는 부모님과 정다정보다 5살 어린 남동생이 있다.","{'word': '정다정', 'start_idx': 94, 'end_idx': 96, 'type': 'PER'}","{'word': '웹툰 《역전! 야매요리》', 'start_idx': 56, 'end_idx': 68, 'type': 'POH'}",per:product,wikipedia
3558,3558,김호영 씨는 지난 2002년 뮤지컬 '렌트'로 데뷔했다.,"{'word': '김호영', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': ""2002년 뮤지컬 '렌트'"", 'start_idx': 10, 'end_idx': 23, 'type': 'DAT'}",no_relation,wikitree
3694,3694,"계명대 동산병원은 대지 4만 228㎡(1만 2천 169평), 연면적 17만 9천 218㎡(5만 4천 213평), 지하5층, 지상20층의 1,041병상을 갖춘 지역 최대 규모의 의료기관으로 지난해 9월 28일 달서구청으로부터 준공 승인을 받고, 올해 4월 15일 개원했다.","{'word': '동산병원', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}","{'word': '1,041병상', 'start_idx': 76, 'end_idx': 82, 'type': 'NOH'}",no_relation,wikitree
3749,3749,"오스트리아군은 12,000명의 병력을 잃었고, 4,500명이 포로로 잡혔다.","{'word': '오스트리아', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '12,000명', 'start_idx': 8, 'end_idx': 14, 'type': 'NOH'}",no_relation,wikipedia
3830,3830,"백복인 KT&G 사장은 “PMI의 글로벌 유통망과 마케팅 인프라는 월등한 수준이다. 이번 협업을 통해 세계적으로 KT&G 제품의 인지도와 이미지를 높이고, PMI의 인프라를 활용하는 것이 수익성 제고에도 효과적이라고 판단했다”고 말했다.","{'word': '백복인', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': 'KT&G', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}",per:employee_of,wikitree
3908,3908,"국세청(國稅廳, 약칭: NTS)은 내국세의 부과·감면 및 징수에 관한 사무를 관장하는 대한민국의 중앙행정기관이다.","{'word': '국세청', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '國稅廳', 'start_idx': 4, 'end_idx': 6, 'type': 'ORG'}",org:alternate_names,wikipedia
3949,3949,자회사인 주식회사 애니메이션 두(株式会社アニメーションドゥウ)는 교토 애니메이션의 제작 부서로서 설립되었다.,"{'word': '애니메이션 두', 'start_idx': 10, 'end_idx': 16, 'type': 'ORG'}","{'word': '株式会社アニメーションドゥウ', 'start_idx': 18, 'end_idx': 31, 'type': 'ORG'}",org:alternate_names,wikipedia
3977,3977,"변(卞)씨는 2015년 대한민국 통계청 인구조사에서 78,156명으로 조사되어 한국 성씨 인구 59위이다.","{'word': '통계청 인구조사', 'start_idx': 18, 'end_idx': 25, 'type': 'ORG'}","{'word': '78,156명', 'start_idx': 29, 'end_idx': 35, 'type': 'NOH'}",no_relation,wikipedia
4039,4039,"전현무 소속사 SM C&C는 ""'아나운서'라는 직업적 공통분모 속에서 선후배 간 좋은 관계를 이어오다, 최근 서로에 대한 호감을 가지게 됐다""며 ""아직은 서로를 알아가는 단계인 만큼 조심스러운 부분이 많다""고 열애 사실을 알렸다.","{'word': '전현무', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': 'SM C&C', 'start_idx': 8, 'end_idx': 13, 'type': 'ORG'}",per:employee_of,wikitree
4042,4042,"60년 프랑스어 보고 연구소(Centre de recherche pour un Trésor de la langue française, CRTLF)가 설립되고 이후 국립 프랑스어 연구원(Institut national de la langue française, INALF)으로 개편되었으며 이 국립 프랑스어 연구원이 개발 주체이다.","{'word': '프랑스어', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}","{'word': 'française', 'start_idx': 64, 'end_idx': 72, 'type': 'ORG'}",no_relation,wikipedia
4088,4088,"존 타우너 윌리엄스(1932년 2월 8일 ~)는 미국의 서양고전음악 작곡가, 지휘자이자 영화 음악 작곡가이다.","{'word': '존 타우너 윌리엄스', 'start_idx': 0, 'end_idx': 9, 'type': 'PER'}","{'word': '작곡가, 지휘자', 'start_idx': 38, 'end_idx': 45, 'type': 'POH'}",per:title,wikipedia
4091,4091,"김정욱 메리츠종금증권 연구원은 “KT&G의 2분기 연결기준 매출액은 지난해 같은 기간에 비해 12.2% 늘어난 1조2559억원, 영업이익은 25.9% 증가한 4065억원을 달성해 시장 컨센서스를 각각 4.1%, 11.4% 상회하는 호실적을 달성했다”며 “영진약품 등 기타연결 자회사 실적이 100~150억원 상회한 부분이 절대 숫자 규모를 키운 부분도 있지만, 국내담배/수출담배 매출액 성장과 홍삼부문의 영업이익 증가 전환 등 본업도 컨센서스 상회를 뒷받침하는 실적을 기록했다”고 설명했다.","{'word': '영진약품', 'start_idx': 142, 'end_idx': 145, 'type': 'ORG'}","{'word': 'KT&G', 'start_idx': 18, 'end_idx': 21, 'type': 'ORG'}",org:member_of,wikitree
4113,4113,"2005-06 시즌부터 뛰어난 활약을 주목받아 FC 바르셀로나로 이적하였으나, 당시 FC 바르셀로나를 구성하고 있던 사뮈엘 에토와 호나우지뉴 등의 쟁쟁한 공격수들에 밀려 주전 자리를 차지하는 데 실패하였다.","{'word': 'FC 바르셀로나', 'start_idx': 26, 'end_idx': 33, 'type': 'ORG'}","{'word': '2005-06', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
4183,4183,우키타 히데이에(겐키 3년(1572년)(1572년) ~ 메이레키 원년(1655년 12월 17일))는 아즈치모모야마 시대의 비젠 오카야마성 다이묘이다.,"{'word': '우키타 히데이에', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '겐키 3년(1572년)', 'start_idx': 9, 'end_idx': 20, 'type': 'DAT'}",per:date_of_birth,wikipedia
4294,4294,천화공주는 처음에 김용수(金龍樹)에게 시집갔으나 그가 천명공주를 아내로 맞게 되어 다시 김용춘에게 시집갔다고 전한다.,"{'word': '천명공주', 'start_idx': 30, 'end_idx': 33, 'type': 'PER'}","{'word': '김용수(金龍樹)', 'start_idx': 10, 'end_idx': 17, 'type': 'PER'}",per:spouse,wikipedia
4379,4379,"명릉(明陵)은 조선 제19대 왕인 숙종과 계비 인현왕후, 인원왕후의 능이다.","{'word': '인현왕후', 'start_idx': 26, 'end_idx': 29, 'type': 'PER'}","{'word': '명릉(明陵)', 'start_idx': 0, 'end_idx': 5, 'type': 'LOC'}",no_relation,wikipedia
4380,4380,배우 카라타 에리카(唐田 えりか·22)와의 불륜으로 모두를 충격에 빠트린 히가시데 마사히로(東出昌大·32)가 불륜에 관한 질문에 한 답변이 화제다다.,"{'word': '히가시데 마사히로', 'start_idx': 41, 'end_idx': 49, 'type': 'PER'}","{'word': '東出昌大', 'start_idx': 51, 'end_idx': 54, 'type': 'PER'}",per:alternate_names,wikitree
4524,4524,"6월 7일, 나카야마 유마 w/B.I.Shadow와 Hey! Say! JUMP의 야마다 료스케와 치넨 유리가 합체해 NYCboys가 결성되어 2009년 8월에 행해진 《여자 배구 월드 그랑프리 2009》의 스페셜 서포터를 맡는다.","{'word': '야마다 료스케', 'start_idx': 45, 'end_idx': 51, 'type': 'PER'}","{'word': 'Hey! Say! JUMP', 'start_idx': 29, 'end_idx': 42, 'type': 'POH'}",per:employee_of,wikipedia
4531,4531,지난 26일(현지시각) 미국 텍사스주 샌안토니오 AT&T 센터에서 열린 샌안토니오 스퍼스와 토론토 랩터스의 경기가 열렸다.,"{'word': '샌안토니오 스퍼스', 'start_idx': 40, 'end_idx': 48, 'type': 'ORG'}","{'word': 'AT&T 센터', 'start_idx': 27, 'end_idx': 33, 'type': 'LOC'}",no_relation,wikitree
4543,4543,"이탈리아 팀엔 SNK 격투 게임 《아랑전설》의 세 주인공(테리 보가드, 앤디 보가드, 히가시 조)이 있다.","{'word': '테리 보가드', 'start_idx': 32, 'end_idx': 37, 'type': 'PER'}","{'word': '《아랑전설》', 'start_idx': 18, 'end_idx': 23, 'type': 'POH'}",no_relation,wikipedia
4675,4675,"엘사 라푸엔테 메디아누(1976년 7월 18일 ~)는 예명인 엘사 파타키로 알려져 있는 스페인의 모델, 배우, 영화 프로듀서이다.","{'word': '엘사 라푸엔테 메디아누', 'start_idx': 0, 'end_idx': 11, 'type': 'PER'}","{'word': '모델, 배우, 영화 프로듀서', 'start_idx': 54, 'end_idx': 68, 'type': 'POH'}",per:title,wikipedia
4678,4678,"김호영 씨는 2002년 뮤지컬 '렌트'로 데뷔, 예능 '라디오스타', '복면가왕' 등에 출연해 강한 인상을 남긴 뒤 현재는 tvN 금요드라마 '쌉니다 천리마마트'에서 가수의 꿈을 포기하지 않는 가장 조민달을 연기하고 있다.","{'word': '김호영', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': ""2002년 뮤지컬 '렌트'"", 'start_idx': 7, 'end_idx': 20, 'type': 'POH'}",no_relation,wikitree
4695,4695,그리고 의열단원 곽재기(郭在驥)·이성우(李誠宇) 등은 중화민국 장쑤 성 상하이에서 폭탄과 권총을 구입하여 이를 국내로 반입하여 앞으로 있을 거사에 대비하였다.,"{'word': '곽재기', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': '郭在驥', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",per:alternate_names,wikipedia
4733,4733,"그 시점에서 스웨덴군은 속출한 동사자로 인해 20,000명으로 줄어들었고, 거기에 폴타바에서 출격할 러시아군을 견제하기 위해 군대의 일부를 할양해야 했기에 공격에 사용할 수 있는 병력은 약 17,000명 정도였다.","{'word': '러시아군', 'start_idx': 56, 'end_idx': 59, 'type': 'ORG'}","{'word': '20,000', 'start_idx': 25, 'end_idx': 30, 'type': 'NOH'}",no_relation,wikipedia
4760,4760,"자민당 내에서 영향력 있는 파벌 중 하나인 ""세이와 정책연구회(清和政策研究会)"" 에서는 당초 아베 신조가 후보로 나섰으나, 같은 파벌에서 다른 의원들의 자중 요청에도 불구하고 마치무라 노부타카가 출마하면서 파벌이 분열되었다.","{'word': '세이와 정책연구회', 'start_idx': 25, 'end_idx': 33, 'type': 'ORG'}","{'word': '清和政策研究会', 'start_idx': 35, 'end_idx': 41, 'type': 'ORG'}",org:alternate_names,wikipedia
4780,4780,"2010-11 시즌 리그 준우승을 한 레버쿠젠은 6년 만에 챔피언스리그에 복귀하였고 첼시 FC, 발렌시아 CF, KRC 헹크와 더불어 E조에 편성되었다.","{'word': 'KRC 헹크', 'start_idx': 63, 'end_idx': 68, 'type': 'ORG'}","{'word': '2010-11', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
4852,4852,"서민정(1979년 7월 11일 ~)은 대한민국의 배우, 방송인이다.","{'word': '서민정', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '배우, 방송인', 'start_idx': 27, 'end_idx': 33, 'type': 'POH'}",per:title,wikipedia
4864,4864,2010-11 시즌부터 헤르타 BSC 1군 팀으로 승격되었고 2010년 8월 14일에 열린 SC 풀렌도르프와의 DFB-포칼 1라운드 경기에서 후반전 36분에 교체 출전하면서 데뷔했다.,"{'word': '헤르타 BSC', 'start_idx': 13, 'end_idx': 19, 'type': 'ORG'}","{'word': '2010-11', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
4881,4881,"베다드 이비셰비치(Vedad Ibišević, 1984년 8월 6일 ~)는 보스니아 헤르체고비나의 축구 선수로, 현재 독일 분데스리가의 샬케 04 소속이다.","{'word': '베다드 이비셰비치', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': 'Vedad Ibišević', 'start_idx': 10, 'end_idx': 23, 'type': 'PER'}",per:alternate_names,wikipedia
4906,4906,"1919년에 레너드 유진 딕슨이 케일리-딕슨 구성을 도입하였으며, 이를 사용하여 양의 정부호 노름을 갖는, 실수체 위의 합성 대수들을 체계적으로 구성하였다.","{'word': '레너드 유진 딕슨', 'start_idx': 7, 'end_idx': 15, 'type': 'PER'}","{'word': '케일리-딕슨 구성', 'start_idx': 18, 'end_idx': 26, 'type': 'PER'}",per:product,wikipedia
4907,4907,"이 전투에서 연합군은 약 17,000명을 잃었고, 오스트리아군은 약 22,000명을 잃었다.","{'word': '오스트리아', 'start_idx': 28, 'end_idx': 32, 'type': 'ORG'}","{'word': '17,000명', 'start_idx': 14, 'end_idx': 20, 'type': 'NOH'}",no_relation,wikipedia
4957,4957,"2011년 Rizzuto 연구진은 66%의 확률로 아크룩스가 전갈자리-센타우루스자리 성협 내 '아래쪽 센타우루스자리-남십자자리 서브그룹'(Lower Centaurus-Crux sub-group)의 일원일 것이라고 주장했는데, 종전에는 아크룩스가 이 성협의 구성원이 아닌 것으로 보았었다.","{'word': '아래쪽 센타우루스자리-남십자자리 서브그룹', 'start_idx': 53, 'end_idx': 74, 'type': 'ORG'}","{'word': 'Lower Centaurus-Crux sub-group', 'start_idx': 77, 'end_idx': 106, 'type': 'ORG'}",org:alternate_names,wikipedia
5034,5034,"셜록 홈즈가 처음 등장하는 《주홍색 연구》(""A Study in Scarlet"")에서 왓슨 박사는 셜록 홈즈의 지식과 기술에 대해 다음과 같이 평가한다.","{'word': '셜록 홈즈', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': '《주홍색 연구》', 'start_idx': 15, 'end_idx': 22, 'type': 'POH'}",no_relation,wikipedia
5143,5143,자세한 내용은 경기도경제과학진흥원 창업지원팀(031-888-8601~8602)또는 경기도 창업활성화팀(031-8030-4273)에서 문의가 가능하다.,"{'word': '경기도경제과학진흥원 창업지원팀', 'start_idx': 8, 'end_idx': 23, 'type': 'ORG'}","{'word': '031-888-8601~8602', 'start_idx': 25, 'end_idx': 41, 'type': 'NOH'}",no_relation,wikitree
5153,5153,"1992-93 시즌, 자프티히는 바이어 04 레버쿠젠의 감독직을 맡아, 팀을 DFB-포칼 결승에 올려놓았다.","{'word': '바이어 04 레버쿠젠', 'start_idx': 18, 'end_idx': 28, 'type': 'ORG'}","{'word': '1992-93', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
5174,5174,"또한 신라의 시조왕인 박혁거세 설화에서 혁거세거서간(居西干)이 알에서 나와 처음 입을 열 적에 스스로 알지거서간이라 했다는 기록도 있는데, 이로써 알지는 곡물 또는 곡물에 들어있는 신령(神靈)을 나타내는 말이고 특정의 인명이 아닌 농업의 신 또는 그 대리자로서의 기능을 가지는 신라 초기 왕을 표현하는 것으로 보기도 하고 알지의 알은 금(金)을 나타내는 말이고 지는 존장자(尊長者)에 붙이는 존칭어이므로 알지는 김씨 부족의 족장을 뜻한다고 알려져 있다.","{'word': '박혁거세', 'start_idx': 12, 'end_idx': 15, 'type': 'PER'}","{'word': '거서간(居西干)', 'start_idx': 25, 'end_idx': 32, 'type': 'POH'}",no_relation,wikipedia
